"content","Layanan","Transaksi","Performa Aplikasi","Keamanan"
"Hari ini tadi bsi mobile di hp samsung saya galaxy A13 4g bisa login tapi pas sampai proses gestur wajah gagal terus ..lalu saya coba instal ulang malah ngga bisa2 login kayak kemarin mohon info apa ganggguan sistem atau maintanance??","0","0","-1","-1"
"Habis dowload gak bisa buka sama sekali layar nya putih aja udah bolak balik ke bank bsi 3 kali masih aja gak mau.. Sumpah nyesel banget abdet versi baru bukan nya memudahkan malah mempersulit kan mana lagi hamil besar bolak balik ke bank hasilnya mengecewakan 😭😭😭😭","-1","0","-1","0"
"Halo kenapa setelah diupdate aplikasi force close terus gk bisa dibuka di samsung A13 sudah hubungi CS tapi sampai saat ini belum dapet diakses juga. Cukup mengganggu sekali saat transaksi . . .","-1","0","-1","0"
"Terlalu banyak bug, apalagi saat mau login pake rekening baru,sering terjadi bug saat ambil Poto berkedip sama face move further, tolong segera di perbaiki","0","0","0","-1"
"Mohon diperbaiki aplikasinya, saya pakai hp readmi a3 dengan versi android terbaru tidak bisa membuka aplikasi BSI, padahal sebelumnya bisa. Saya juga sudah datang ke kantor katanya aplikasi BSI tidak bisa di gunakan dibeberapa merek hp. sangat menegcewakan","-1","0","-1","0"
"Sy nasabah BSI sdh cukup lama, tp sudah 4 hari aplikasi tdk bisa dibuka sama sekali, ketika sy ke CS BSI Purbalingga katanya HP sy tidak bisa konek dg server BSI, padahal selama ini jg tdk ada masalah, mohon solusinya, mksh","-1","0","-1","0"
"Mohon diperbaiki, untuk aplikasinya. Ada beberapa yg tidak bisa digunakan di HP Samsung & Redmi. Kan sedih yaa, mau musim lebaran gini gak pake BSI Mobile. Kejadian berikut terjadi setelah di update","0","0","-1","0"
"Ini bsi kenapa,aplikasinya kalau mau masuk otomatis kluar sndiri,ke bank bsi terdekat malah di sruh ganti hpnya lucu bgt,tolong di prbaiki sistem aplikasinya,saya pengguna bsi susah buat cek saldo dan byr debit","-1","-1","-1","0"
"app tidak bisa dibuka padahal sudah diuninstal dan diinstal ulang, di hp samsung A13 apa memang tidak bisa dibuka?? haduuhh","0","0","-1","0"
"Setelah update ternyata 2 hari ini gk bisa d buka sama sekali. Udh d apa2in tetep gk bisa pdhl apk yg lain bisa cuma mbaking bsi ajh yg gk bisa.. Knp ya min?","0","0","-1","0"
"Kenapa di Samsung Galaxy A13 sekarang tidak bisa buka aplikasi BSI Mobile, stuck di logo. Mohon agar segera ada update perbaikan aplikasi agar bisa digunakan kembali. Sangat mengganggu aktifitas transaksi cashless.","0","-1","-1","0"
"Tolong ini kok setelah update ga bisa di berfungsi sama sekali. SDH tanya ke CS dan lakuin sesuai arahan tp tetap ga berfungsi sama sekali.","-1","0","-1","0"
"Aplikasi tidak bisa dibuka....tiap digunakan langsung nutup sendiri....sudah uninstal dan instalasi ulang berkali-kali tetap sama","0","0","-1","0"
"Maaf saya kasih bintang 1 Setelah saya update malah gak bisa dibuka sama sekali Tiap dibuka tampilan hanya putih Sampai install ulang berulang kali tetep gak bisa Ke bank BSI terdekat petugas nya bilang gara-gara di reset padahal saya reset itu bulan JANUARI dan awal April saya pakai MASIH BISA baru sekitar 2 hari ini yg gak bisa Sampai sampai hp saya reset ulang tetep gak bisa KECEWA SAYA","-1","0","-1","0"
"Verifikasi wajah selalu gagal, dan saat kekantor cabang malah suruh ulang terus sudah satu jam tidak ada solusi","-1","0","0","-1"
"Assalamualaikum Saya Pengguna Nasabah BSI. Saya Aktifasi BSI Mobile Pas Vermuk Susah Bgd Sukses selalu gagal. Saya vermuk BSI Mobile Di kantor BSI Tetep Tidak Bisa & saya vermuk BSI Mobile Di rumah sama saja selalu gagal. Untuk Vermuk aktifasi BSI MOBILE aje ribet Selalu Gagal Apalagi nanti transaksi BSI Mobile pasti lemot system' Nye. Jadi Tolong Perbaiki Lagi System' BSI Mobile Nye Khususnya untuk Vermuk aktifasi BSI Mobile yang ribet Selalu Gagal.","0","0","0","-1"
"Ayo dong bsi, aplikasi nya diperbaikin lagi, masak aku baru update tapi aplikasi nya gabisa digunain, kalau ga update ke versi terbaru lagi lah","0","0","-1","0"
"BSI makin kesini makin parah, m.bangking masa gk bisa dipake di hp xiomi & Samsung , ATM juga gk bisa transaksi, sering banget ada gangguannya, jadi males mo make BSI, klo udh bisa transaksi mo pindah haluan aja.","0","-1","-1","0"
"Setelah di Update ke versi terbaru, BSI Mobile malah tidak bisa digunakan. Tolong untuk Team IT BSI, lebih diperhatikan lagi dan segera memperbaiki masalah pada aplikasi BSI Mobil agar transaksi customer tidak terhambat. Anda dibayar buat kerja woy Team IT ! Terimakasih dan mohon perhatiannya 🙏","-1","0","-1","0"
"apk tidak berfungsi, sama sekali tidak bisa di akses dan masuk ke apk nya, sudah hubungi ke emailnya malah pesan di blockir, tolong ya bsi lebih cermat lagi dalam memberi petunjuk ke nasabah dan bsi mobile nya tolong di perbaiki lagi. petunjuk dan saran yang diberikan sama sekali tidak membantu! akan memberikan rating bagus kalo bsi mobile sudah bisa di akses kembali","-1","0","-1","0"
"tolong tingkatkan lagi pelayanan nya. untuk kerusakan bangking mohon di permudahkan tanpa harus ke cabang2.. susah klo yang tidak punya bnyak waktu. sudah dtg ke cabang kadang mau urus banking udah harus antri lg. . kecewa sedikit. beda dengan pelayanan BCA bisa melalui video call atau online tanpa harus ke cabang. di aplikasi sudah ada pilihan video call tapi tidak bisa di gunakan 😌 sdkit kcwa cuman sedikit saran agar yang susah punya waktu ke cabang bisa di carikan solusi nya terimakasih.","-1","0","0","0"
"Kenapa BSI mobile saya tidak bisa dibuka ya ? Padahal aplikasi sudah yg terbaru dan perijinan jg sudah.","0","0","-1","0"
"Setelah di update kok malah force close mulu ya, gabisa login padahal sebelum di update lancar2 aja. Tolong segera diperbaiki saya gabisa buka mbangking BSI ini!","0","0","-1","0"
"ga bisa dibuka padahal jaringan bagus..udh info ke CS dijawab tidak ada kendala di sistem dan terpantau normal..ga normal ini loh ga bisa dibuka..jadi mau pindah bank","-1","0","-1","0"
"Saya pengguna bsi sudah lama...baru kali ini buka aplikasi tidak bisa setelah di update...tidak ada pemberitahuan lagi Tolonglah bsi bagaimana ini","0","0","-1","0"
"Apa hanya hp Samsung saja iya BSI mobile nya bermasalah . Karna saya sudah datang ke kantor cabang ttap tidak bisa jga . Tpi saya lihat org yg baru mendaftar langsung bisa dibuka . Tolong dong perbaiki sistem nya.","-1","0","-1","0"
"Ini sudah 3 hari aplikasi tidak bisa di buka, hp saya samsung A13 , os 14, versi app mbanking terbaru dan tetap tidak bisa di buka, saya sangat terganggu dan tidak nyaman.","0","0","-1","0"
"Setelah update, Aplikasinya tiba-tiba gak bisa dipake, mentok di logo terus langsung keluar, udah di uninstall terus install ulang masih gak bisa kebuka aplikasinya, mentok di logo dan keluar sendirinya. Udah pergi ke 2 CS BSI, jawaban CS pertama Aplikasinya terkunci harus ke service center hpnya, alasan CS kedua Androidnya yang bermasalah. Setelah liat ulasan lain di playstore ternyata banyak kasus yang sama. TOLONG DIPERBAIKI DAN CARI MASALAH BUG YANG ADA DI APLIKASI BSI MOBILE. TERIMA KASIH.","-1","0","-1","0"
"haloo, awalnya saya aman untuk menggunakan aplikasinya, tapi sejak 3 hari lalu apknya bahkan tidak mau terbuka. saya sudah cobaa hapus data dan re-instal aplikasi tapi tetap tidak bisa. kira2 kenapa ya??? saya pake samsung A13 juga","0","0","-1","0"
"Saya nasabah lama di BSI, tp knp mobile banking Stlh di-update ga bisa dibuka mobile banking hanya logo sana.tolong diperbaiki segera lebih baik versi sblmnya klo di-update malahan Jd lebih buruk","0","0","-1","0"
"Hp saya samsung A13 GALAXY dgn OS terbaru 6.0 dan barusan update BSI MOBILE versi 6.2.2 malah tidak bisa masuk sama sekali, hanya logo terus langsumg keluar Sebelumnya dgn versi lama lancar² saja Sangat² mengganggu kelancaran pembayaran online saya, harus ke atm yg sangat jauh lokasinya dr rumah Mohon segera diperbaiki bug nya agar support semua hp","0","-1","-1","0"
"Setelah update malah hp samsung a13 tidak bisa mengakses aplikasi. Mohon diperbaiki. Terima kasih","0","0","-1","0"
"Ada apa dengan bsi mobile???????? Sampek sekarang bsi mobile dibuka hanya muncul layar putih doang... Keluhan seperti ini dibaca enggak sih sama orang orang bsi? Sudah ngadu ke cs bsi, katanya suruh nunggu berkala, tapi sampek sekarang gak bisa di buka. Buh.","-1","0","-1","0"
"Slmt mlm bapak/ibu Bsi mobile sy setelah di perbarui tidak bisa di buka. Mohon solusi dan saranya supaya BSI mobile sy bisa di buka kembali.terima kasih.","0","0","-1","0"
"Serelah di update tidak bisa di gunakan..selalu keluar dari aplikasi sudah laporan CS BY WA sama aja tidak bisa di gunakan","-1","0","-1","0"
"Bsi mobil bemasalah setelah saya menhapus , saya instal ulang tp tdk dtangapi oleh BSI mobil sehinga saya dlm melaksanakan transaksi sangat susah...tdk seperti sebelumnya lancar. Tks.","0","-1","-1","0"
"Kalau bisa cek saldo untk di setiap rekening jgn di buat ribet. Parah sekali Setiap mau cek saldo rekening lain harus keluar dulu.... Masukan pasword ... Masukan pin baru bisa lihat saldo. Sya punya 3 rekening yg harus sya lihat saldonya setiap saat Parah Tidak praktis Bikin sulit","0","-1","-1","0"
"sudah lama pakai apk..tiba2 dari kemarin gak bisa dibuka.. udah coba di restart, uninstall tetap gk bisa","0","0","-1","0"
"Aplikasi sering eror, setiap masuk aplikasi sering permintaan kehabisan waktu, padahal sudah di update. Aplikasi nya makin lama makin gak bagus. hanya bisa melakukan 1 transaksi setelah itu langsung permintaan kehabisan waktu. pada saat instal ulang muat data pas verifikasi menggunakan wajah kamera nya gak kebuka, hitam aja layar nya","0","0","-1","-1"
"Aplikasinya lemot parah ngebug putih se layar, kenapa gini sih apa gunanya aplikasi kalo kyak gitu gak bisa buka sama sekali","0","0","-1","0"
"Aplikasi lemotttttt bgtt , mau login keluar terusss. Verifikasi gagall terusss padahall udh benerr, sebelahhh klo verifikasi mudahhh. Ini hp Ampe ikutan lemottt gr2 verifikasi doangg","0","0","-1","-1"
"Aplikasi tidak bisa di buka Langsung ketutup sendiri Nggak paham kenapa tiba tiba seperti ini Nggak ngerti juga apa masalahnya Sudah datang ke kantor nya pun nggak bisa juga mereka memperbaikinya","-1","0","-1","0"
"Aplikasi tiba tiba hanya layar putih saja. Mencoba berbaik sangka. Hpnya yg bermasalah. Dicoba pakai data seluler tetap tdk bs. Restart HP, tdk bs. Akhirnya cb di uninstal. Kmdian menginstall lagi.. Sama aja. Layar tetep putih bersih.. Belum lebaran udah putih bersih aja. Semoga saldo aman. Mau ngurus ke kantor bsi belum ada waktunya. Hubungi 140140 gak nyambung2.","0","0","-1","0"
"Assalamualaikum.. Saya udah melakukan proses registrasi.. Akan tetapi ini udah berjam2 belum ada masuk email untuk kode aktifasi.. Trm ksh.. Mhon tanggapnnya","-1","0","0","0"
"Tolong bugnya diperbaiki, sudah 1 pekan tidak bisa buka BSI Mobile. Pas buka tidak ada proses masuk ke halaman utama.","0","0","-1","0"
"Benar2 sangat mengecawakan, bank syariah terbesar tidak mampu memberikan kemudahan bagi nasabahnya, disaat era digital namun BSI tdk bisa memberikan aplikasi yg memudahkan, br ingin menggunakan MBsi tp ternyata utk masuk saja tidak bisa, sudah ke bank terdekat di bank pun tidak bisa memberikan solusi, apa karena imbas server BSI yg kena hack dimasa lampau???? Saya sbg nasabah jd merasa waswas","-1","0","-1","0"
"Saya melakukan verifikasi inet banking di CS kantor cabang karna sudah lebih 2 hari BSI mobile trouble,,awalnya waktu di CS sudah bisa diakses lagi,tapi setelah sampai rumah error lagi,,pembaharuan aplikasi koq malah gak bisa diakses,,segera perbaikan nanti saya ganti rating bintangnya,,klo masih ttp aja ya terpaksa tutup rekening saja","-1","0","-1","0"
"Kapan di benerin ya gimna gak bisa ke buka setelah update kemarin sama sekali gak bisa ke buka malah ng lag putih cepet cepet di benerin lah","0","0","-1","0"
"Aplikasi lelet , sudah 10x lebih aktifasi pengambilan foto wajah masih saja tidak terverifikasi. Bikin dongkol... Ribeett","0","0","0","-1"
"Blank putih tidak bisa digunakan... Sudah Update Sudah bersihkan cache/sampah Sudah reinstall berkali2 Ruang penyimpanan masih aman Tolong diperbaiki","0","0","-1","0"
"Log in aktivasi susah sekali, gak masuk2 beda sama versi sebelumnya gampang. Ini masuk aja susah udah tengon kanan atas, tetep aja mempersulit face log in nya","0","0","0","-1"
"Pagi min, saya dah ke kntr cabang tetap ga bisa pake BSI mobile, hp saya merek samsung A13 5AAC.. gara2 update otomatis, saya ga bisa transaksi di mobile, gmn solusinya min,, sampe 3 kali instal ulang BSI mobile di kntr BSI nya, ga bisa juga minnnn... sampe malu petugasnya minta maaf","-1","0","-1","0"
"Setelah di-update aplikasinya malah tidak bisa dibuka,cuma hang putih dihape saya,sudah nunggu sampe 1 hari masih tetap tidak bisa dibuka,mana lagi butuh, gimana ini makin kesini malah tambah hancur aplikasinya,mohon bantuannya, terimakasih..","0","0","-1","0"
"Awalnya baik baik saja pakek BSI. Salah satu alasan menggunakan BSI adalah tidak ada potongan tiap bulan. Dan kalo mau tarik uang di ATM Mandiri bisa. Tapi sekarang tarik tunai di Mandiri perlu bayar. Padahal sosialisasinya pas buat rekening katanya kalo penarikan enak karena bisa di Mandiri. Mana kalo mau ke ATM BSI jauh dan hampir ngak ada. Kecewa","0","-1","0","0"
"Sdh 3 hr ini tidak bisa dibuka, sdh diinstal ulang tetap sj, layar putih, apk keluar sendiri.","0","0","-1","0"
"Setelah updated ke versi 6.22.0 aplikasi menjadi tidak bisa dibuka meski sudah clear cache. Koneksi baik, bisa digunakan utk membuka YouTube resolusi tertinggi 1080 secara lancar tanpa buffering.","0","0","-1","0"
"Parah sih, baru update versi yg terbaru malah aplikasi ny nggk bisa di buka, di hp yang lain bisa2 aja tuh. Khusus samsung A13 untuk versi terbaru tdk bisa dibuka sama sekali, ke kantor bsi pun tdk ada solusi. Padahal seluruh karyawan saya memakai bsi, transaksi jdi sangat terhambat.","-1","-1","-1","0"
"ini kenapa gabisa masuk aplikasi sih dari semalam, padahal sudah dengan jaringan bagus wifi dan data seluler, mau melakukan transaksi terhalang terus. gajelas aplikasi berat banget sering banget kaya gini bikin susah,","0","-1","-1","0"
"BSI mobile ini kenapa? Setiap mau buka aplikasi ga bisa² kebuka loadingnya parah banget, mau urgent transfer jadi susah karena ga kebuka²,, tolong ya di perbaiki aplikasinya . Karena jadi sulit dengan loadingnya yg lama !","0","-1","-1","0"
"Setelah update pacth terbaru tidak bisa dibuka hanya layar putih dr tgl 30.. Tolong perbaiki","0","0","-1","0"
"Ada apa dengan mu , apa perlu lapor sama pak jokowi baru bisa diperbaiki cepat... Dari kemaren2 ketika kita mau buka eeee ko layar blank putih to... Kita ke cbg bsi katanya gangguan, nnti coba hapus dan instal lagi appnya... Ketika drmh diinstal dibuka malah sama blank putih,,, Mohon sesegera mungkin ditindak lanjuti.. Nnti pak jokowi tau lo... Hehe","-1","0","-1","0"
"Kenapa beberapa hari ini saya buka aplikasi BSI mobile layarnya malah putih .. ngg ada menu apapun. Saya mau melakukan transaksi","0","-1","-1","0"
"Mobile bsi saya tidak berfungsi sudah 3hari.saya ke kantor bsi utk minta bantuan di di aktive kan lagi tapi pihak bank mengatakan tidak bisa karena hp samsung A13 dgn ram8 saya bermasalah.saya di suruh ke konter hp utk menghapus memori.sampai di konter hp setelah di cek tidak ada masalah. Malah saya juga ada mobile bank mestika yg tetap berfungsi.saya kembali ke kantor bsi Lhokseumawe.tapi jawaban yg saya terima sama bahwa mereka tidak bisa membantu membuka Mbsi saya.saya bingung dgn jawabannya","-1","0","-1","0"
"Dari semua mobile bank, ini yang paling sulit ketika verifikasi wajah. Udah bertahun2 tak bisa pakai bsi mobile karena ga bisa verifikasi wajah. Tolong dong pihak pengembang app perbaiki lagi masalah verifikasi wajah. Terlalu ribet.","0","0","0","-1"
"Setelah update apk gak bisa masuk black screen/white screen terus aku mau belanja bayar pakai QR gak bisa gara² apk. Kaya gitu terus","0","-1","-1","0"
"Klw ada gangguan atau maintenen ksh tau via SMS atau gmn gtu!!!! Lgi dibutuhkan buat transfer ga bisa masuk SMA sekali","-1","-1","-1","0"
"tidak bisa dibuka menggunakan samsung A13. sudah install ulang dan hp pun di update tetap tidak bisa. stack / berhenti di awal tanpa ada logo assalamualaikum cuma ada bsi nya aja","0","0","-1","0"
"Gak bisa masuk, setiap di klik pasti keluar otomatis Instal ulang lagi coba buka lagi tetap gak bisa Tolong di perhatikan bsi mobilenya, apa fungsinya jika tidak bisa di gunakan","0","0","-1","0"
"Setelah update 6.22.0 Aplikasi BSI Mobile crash dan tidak dapat dibuka. Device: Samsung Galaxy A13. Sebelumnya menggunakan versi lama masih bisa dibuka. Kami harap agar tim bisa mengatasi bug ini dan bisa melayani nasabah dengan baik.","0","0","-1","0"
"Udah di update malah... Blank screen g bisa masuk aplikasi bsi... Hadeh... Sudah ke cabang bsi terdekat namun tidak ada solusi, spesifikasi hp tidak mendukung padahal sudah mendukung.","-1","0","-1","0"
"Semenjak di update saya tidak bisa lagi menggunakan BSI mobile. Aplikasi nya tidak bisa di buka. Setiap buka aplikasi BSI keluar lgi. Saya pengguna lama BSI. Tapi semenjak di update sampai sekarang saya tidak bisa menggunakan aplikasi BSI mobile. Mohon pengembang di cek lagi bahwa aplikasi BSI mobile yang terbaru tidak bisa terbuka dalam beberapa merk dan tipe handphone Bintang akan saya ganti kalau aplikasi BSI mobile nya udh bisa dibuka di handphone saya","0","0","-1","0"
